Dentists per 100000 Population-Density; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Dentists per 100000 Population
2018,18147,Spencer County,Indiana,7.7,29.66625
2018,18151,Steuben County,Indiana,7.7,45.93609
2018,19091,Humboldt County,Iowa,7.7,42.22527
2018,19139,Muscatine County,Iowa,7.7,58.97061
2018,19183,Washington County,Iowa,7.7,45.47108
2018,20025,Clark County,Kansas,7.7,No Data
2018,20111,Lyon County,Kansas,7.7,60.523529999999994
2018,22049,Jackson Parish,Louisiana,7.7,19.26287
2018,22125,West Feliciana Parish,Louisiana,7.7,38.79728
2018,23007,Franklin County,Maine,7.7,36.68379
2018,26061,Houghton County,Michigan,7.7,65.47856
2018,26071,Iron County,Michigan,7.7,36.14676
2018,26097,Mackinac County,Michigan,7.7,83.03349
2018,26109,Menominee County,Michigan,7.7,57.50176999999999
2018,26137,Otsego County,Michigan,7.7,76.72118
2018,27011,Big Stone County,Minnesota,7.7,40.62563
2018,27119,Polk County,Minnesota,7.7,51.77994
2018,27173,Yellow Medicine County,Minnesota,7.7,41.75365
2018,29017,Bollinger County,Missouri,7.7,24.77087
2018,29025,Caldwell County,Missouri,7.7,11.048499999999999
2018,29067,Douglas County,Missouri,7.7,22.482010000000002
2018,29079,Grundy County,Missouri,7.7,52.11047
2018,29157,Perry County,Missouri,7.7,46.88965
2018,30033,Garfield County,Montana,7.7,No Data
2018,30053,Lincoln County,Montana,7.7,68.81974
2018,31065,Furnas County,Nebraska,7.7,42.983019999999996
2018,31133,Pawnee County,Nebraska,7.7,115.34025
2018,32015,Lander County,Nevada,7.7,18.135650000000002
2018,33001,Belknap County,New Hampshire,7.7,71.48543
2018,33013,Merrimack County,New Hampshire,7.7,78.62562
2018,37019,Brunswick County,North Carolina,7.7,37.574059999999996
2018,37033,Caswell County,North Carolina,7.7,17.82293
2018,37173,Swain County,North Carolina,7.7,84.63220000000001
2018,38009,Bottineau County,North Dakota,7.7,31.81167
2018,38015,Burleigh County,North Dakota,7.7,86.26782999999999
2018,38075,Renville County,North Dakota,7.7,43.802009999999996
2018,38083,Sheridan County,North Dakota,7.7,No Data
2018,39051,Fulton County,Ohio,7.7,45.35797
2018,39123,Ottawa County,Ohio,7.7,42.232879999999994
2018,41035,Klamath County,Oregon,7.7,91.65103
2018,42049,Erie County,Pennsylvania,7.7,71.90064000000001
2018,42069,Lackawanna County,Pennsylvania,7.7,81.34399
2018,46011,Brookings County,South Dakota,7.7,44.94003
2018,46087,Mccook County,South Dakota,7.7,18.11594
2018,46089,Mcpherson County,South Dakota,7.7,42.319089999999996
2018,46123,Tripp County,South Dakota,7.7,92.98866
2018,46135,Yankton County,South Dakota,7.7,57.162960000000005
2018,47003,Bedford County,Tennessee,7.7,25.90725
2018,47129,Morgan County,Tennessee,7.7,13.998409999999998
2018,47135,Perry County,Tennessee,7.7,12.3472
2018,47175,Van Buren County,Tennessee,7.7,No Data
2018,48013,Atascosa County,Texas,7.7,42.53345
2018,48161,Freestone County,Texas,7.7,30.1902
2018,48221,Hood County,Texas,7.7,56.668820000000004
2018,48313,Madison County,Texas,7.7,27.725789999999996
2018,48375,Potter County,Texas,7.7,57.75663000000001
2018,48395,Robertson County,Texas,7.7,5.829199999999999
2018,48441,Taylor County,Texas,7.7,84.05172
2018,48479,Webb County,Texas,7.7,32.05117
2018,49025,Kane County,Utah,7.7,25.27167
2018,50013,Grand Isle County,Vermont,7.7,13.94895
2018,51036,Charles City County,Virginia,7.7,14.66061
2018,51045,Craig County,Virginia,7.7,59.09001000000001
2018,51125,Nelson County,Virginia,7.7,54.21891
2018,51179,Stafford County,Virginia,7.7,33.17427
2018,51690,Martinsville City,Virginia,7.7,No Data
2018,54073,Pleasants County,West Virginia,7.7,53.777899999999995
2018,55035,Eau Claire County,Wisconsin,7.7,99.75299
2018,55039,Fond Du Lac County,Wisconsin,7.7,72.88488
2018,02180,Nome Census Area,Alaska,7.8,111.01019
2018,04003,Cochise County,Arizona,7.8,64.33896
2018,06069,San Benito County,California,7.8,49.95707
2018,06073,San Diego County,California,7.8,92.21507
2018,06079,San Luis Obispo County,California,7.8,86.80279
2018,06097,Sonoma County,California,7.8,95.13718
2018,06113,Yolo County,California,7.8,63.71514
2018,12017,Citrus County,Florida,7.8,32.02405
2018,12061,Indian River County,Florida,7.8,70.14608000000001
2018,13007,Baker County,Georgia,7.8,No Data
2018,13083,Dade County,Georgia,7.8,31.13907
2018,13085,Dawson County,Georgia,7.8,51.63575
2018,13133,Greene County,Georgia,7.8,100.86532000000001
2018,13147,Hart County,Georgia,7.8,26.509130000000003
2018,13161,Jeff Davis County,Georgia,7.8,6.5733299999999995
2018,13221,Oglethorpe County,Georgia,7.8,6.500679999999999
2018,13307,Webster County,Georgia,7.8,No Data
2018,16075,Payette County,Idaho,7.8,56.517700000000005
2018,17077,Jackson County,Illinois,7.8,81.16453
2018,18015,Carroll County,Indiana,7.8,39.54914
2018,18121,Parke County,Indiana,7.8,17.78199
2018,18131,Pulaski County,Indiana,7.8,24.21698
2018,19005,Allamakee County,Iowa,7.8,29.321209999999997
2018,19111,Lee County,Iowa,7.8,53.763439999999996
2018,19115,Louisa County,Iowa,7.8,36.32731
2018,20029,Cloud County,Kansas,7.8,34.71419
2018,20033,Comanche County,Kansas,7.8,No Data
2018,20121,Miami County,Kansas,7.8,26.21308
2018,20171,Scott County,Kansas,7.8,41.75365
2018,21041,Carroll County,Kentucky,7.8,27.95899
2018,21141,Logan County,Kentucky,7.8,25.53254
2018,21211,Shelby County,Kentucky,7.8,42.32932
2018,21227,Warren County,Kentucky,7.8,66.90952
2018,22043,Grant Parish,Louisiana,7.8,13.480720000000002
2018,22113,Vermilion Parish,Louisiana,7.8,26.946009999999998
2018,26059,Hillsdale County,Michigan,7.8,35.043150000000004
2018,26125,Oakland County,Michigan,7.8,111.93027
2018,27003,Anoka County,Minnesota,7.8,65.01427
2018,27059,Isanti County,Minnesota,7.8,45.86159
2018,27085,Mcleod County,Minnesota,7.8,75.60907
2018,29119,Mcdonald County,Missouri,7.8,21.834059999999997
2018,29179,Reynolds County,Missouri,7.8,48.402710000000006
2018,29211,Sullivan County,Missouri,7.8,16.575499999999998
2018,30049,Lewis And Clark County,Montana,7.8,88.28262000000001
2018,30109,Wibaux County,Montana,7.8,No Data
2018,31061,Franklin County,Nebraska,7.8,34.01361
2018,31077,Greeley County,Nebraska,7.8,No Data
2018,31089,Holt County,Nebraska,7.8,100.44194
2018,31095,Jefferson County,Nebraska,7.8,42.25947
2018,31167,Stanton County,Nebraska,7.8,No Data
2018,31179,Wayne County,Nebraska,7.8,52.675940000000004
2018,32013,Humboldt County,Nevada,7.8,41.268719999999995
2018,33019,Sullivan County,New Hampshire,7.8,39.290910000000004
2018,34037,Sussex County,New Jersey,7.8,72.8561
2018,38057,Mercer County,North Dakota,7.8,85.63739
2018,38063,Nelson County,North Dakota,7.8,No Data
2018,39005,Ashland County,Ohio,7.8,41.22784
2018,40061,Haskell County,Oklahoma,7.8,31.61555
2018,40113,Osage County,Oklahoma,7.8,30.01587
2018,41053,Polk County,Oregon,7.8,42.168130000000005
2018,42045,Delaware County,Pennsylvania,7.8,83.45787
2018,42083,Mckean County,Pennsylvania,7.8,42.14911
2018,46003,Aurora County,South Dakota,7.8,No Data
2018,47033,Crockett County,Tennessee,7.8,49.365300000000005
2018,47057,Grainger County,Tennessee,7.8,12.73074
2018,47189,Wilson County,Tennessee,7.8,42.53021
2018,48157,Fort Bend County,Texas,7.8,55.495610000000006
2018,48429,Stephens County,Texas,7.8,42.854079999999996
2018,49027,Millard County,Utah,7.8,75.03564
2018,49041,Sevier County,Utah,7.8,68.87052
2018,51071,Giles County,Virginia,7.8,36.00792
2018,51157,Rappahannock County,Virginia,7.8,41.322309999999995
2018,51177,Spotsylvania County,Virginia,7.8,39.72582
2018,51680,Lynchburg City,Virginia,7.8,109.12078
2018,55081,Monroe County,Wisconsin,7.8,60.10905
2018,56037,Sweetwater County,Wyoming,7.8,58.58505
2018,02016,Aleutians West Census Area,Alaska,7.9,105.6338
2018,02090,Fairbanks North Star Borough,Alaska,7.9,144.27450000000002
2018,05097,Montgomery County,Arkansas,7.9,22.20742
2018,12015,Charlotte County,Florida,7.9,49.81742
2018,12073,Leon County,Florida,7.9,50.42983999999999
2018,13053,Chattahoochee County,Georgia,7.9,748.74419
2018,13149,Heard County,Georgia,7.9,No Data
2018,13209,Montgomery County,Georgia,7.9,No Data
2018,13239,Quitman County,Georgia,7.9,44.03347
2018,13273,Terrell County,Georgia,7.9,11.73296
2018,13309,Wheeler County,Georgia,7.9,No Data
2018,15007,Kauai County,Hawaii,7.9,69.58845
2018,16079,Shoshone County,Idaho,7.9,54.21733
2018,17023,Clark County,Illinois,7.9,13.09929
2018,17035,Cumberland County,Illinois,7.9,9.39055
2018,17073,Henry County,Illinois,7.9,37.18163
2018,17127,Massac County,Illinois,7.9,36.66764
2018,17137,Morgan County,Illinois,7.9,50.8982
2018,18033,Dekalb County,Indiana,7.9,43.50813
2018,18073,Jasper County,Indiana,7.9,35.88517
2018,18175,Washington County,Indiana,7.9,17.72233
2018,19177,Van Buren County,Iowa,7.9,14.14627
2018,20083,Hodgeman County,Kansas,7.9,No Data
2018,20115,Marion County,Kansas,7.9,34.32887
2018,20195,Trego County,Kansas,7.9,No Data
2018,21057,Cumberland County,Kentucky,7.9,45.99111
2018,21075,Fulton County,Kentucky,7.9,16.80108
2018,21151,Madison County,Kentucky,7.9,46.676919999999996
2018,21205,Rowan County,Kentucky,7.9,60.77303
2018,23031,York County,Maine,7.9,49.745059999999995
2018,25013,Hampden County,Massachusetts,7.9,91.38207
2018,26013,Baraga County,Michigan,7.9,73.49339
2018,27025,Chisago County,Minnesota,7.9,42.25798
2018,27057,Hubbard County,Minnesota,7.9,22.95368
2018,27093,Meeker County,Minnesota,7.9,47.12737
2018,27111,Otter Tail County,Minnesota,7.9,73.20270000000001
2018,27147,Steele County,Minnesota,7.9,84.70871
2018,28045,Hancock County,Mississippi,7.9,22.91667
2018,29073,Gasconade County,Missouri,7.9,20.59591
2018,30077,Powell County,Montana,7.9,29.33842
2018,32017,Lincoln County,Nevada,7.9,19.383599999999998
2018,35041,Roosevelt County,New Mexico,7.9,38.14714
2018,36055,Monroe County,New York,7.9,85.30166
2018,36069,Ontario County,New York,7.9,57.22539
2018,36111,Ulster County,New York,7.9,67.52346
2018,37053,Currituck County,North Carolina,7.9,20.65262
2018,37175,Transylvania County,North Carolina,7.9,40.58206
2018,39159,Union County,Ohio,7.9,34.987750000000005
2018,40077,Latimer County,Oklahoma,7.9,19.73944
2018,42105,Potter County,Pennsylvania,7.9,42.54543
2018,46057,Hamlin County,South Dakota,7.9,No Data
2018,47133,Overton County,Tennessee,7.9,31.02012
2018,47173,Union County,Tennessee,7.9,29.7221
2018,48455,Trinity County,Texas,7.9,6.71908
2018,48481,Wharton County,Texas,7.9,55.17572
2018,50009,Essex County,Vermont,7.9,48.99559
2018,51049,Cumberland County,Virginia,7.9,10.06745
2018,51051,Dickenson County,Virginia,7.9,7.10328
2018,51141,Patrick County,Virginia,7.9,11.43314
2018,51181,Surry County,Virginia,7.9,No Data
2018,55139,Winnebago County,Wisconsin,7.9,63.50834
2018,02050,Bethel Census Area,Alaska,8,141.02077
2018,04013,Maricopa County,Arizona,8,68.31065
2018,05009,Boone County,Arkansas,8,55.81395
2018,05061,Howard County,Arkansas,8,22.88504
2018,05089,Marion County,Arkansas,8,17.86778
2018,06059,Orange County,California,8,117.40347
2018,06089,Shasta County,California,8,80.43479
2018,06115,Yuba County,California,8,31.18762
2018,08123,Weld County,Colorado,8,45.5113
2018,12081,Manatee County,Florida,8,56.66081
2018,13003,Atkinson County,Georgia,8,11.91469
2018,13049,Charlton County,Georgia,8,7.44602
2018,13197,Marion County,Georgia,8,11.7426
2018,13263,Talbot County,Georgia,8,No Data
2018,16051,Jefferson County,Idaho,8,19.62003
2018,16055,Kootenai County,Idaho,8,76.77521
2018,16087,Washington County,Idaho,8,19.30502
2018,17081,Jefferson County,Illinois,8,56.39855
2018,17099,Lasalle County,Illinois,8,54.8475
2018,17113,Mclean County,Illinois,8,66.56701
2018,17115,Macon County,Illinois,8,63.09761
2018,17187,Warren County,Illinois,8,35.936749999999996
2018,18007,Benton County,Indiana,8,45.76135
2018,18105,Monroe County,Indiana,8,56.6729
2018,19087,Henry County,Iowa,8,60.92298
2018,20017,Chase County,Kansas,8,No Data
2018,20039,Decatur County,Kansas,8,36.023050000000005
2018,20051,Ellis County,Kansas,8,101.1475
2018,20067,Grant County,Kansas,8,56.521119999999996
2018,21003,Allen County,Kentucky,8,23.47087
2018,21061,Edmonson County,Kentucky,8,16.34655
2018,21077,Gallatin County,Kentucky,8,11.39082
2018,25005,Bristol County,Massachusetts,8,70.04666999999999
2018,25023,Plymouth County,Massachusetts,8,73.70097
2018,25027,Worcester County,Massachusetts,8,77.30231
2018,26011,Arenac County,Michigan,8,46.81335
2018,26019,Benzie County,Michigan,8,56.01613
2018,26143,Roscommon County,Michigan,8,41.69099
2018,26147,St. Clair County,Michigan,8,59.63853
2018,27097,Morrison County,Minnesota,8,48.21165
2018,27123,Ramsey County,Minnesota,8,89.97943
2018,27129,Renville County,Minnesota,8,69.42998
2018,28055,Issaquena County,Mississippi,8,No Data
2018,29007,Audrain County,Missouri,8,48.3189
2018,29015,Benton County,Missouri,8,25.475109999999997
2018,29121,Macon County,Missouri,8,39.74826
2018,29145,Newton County,Missouri,8,20.53002
2018,29167,Polk County,Missouri,8,27.700830000000003
2018,31107,Knox County,Nebraska,8,108.38149999999999
2018,31109,Lancaster County,Nebraska,8,101.66849
2018,32007,Elko County,Nevada,8,47.16447
2018,33003,Carroll County,New Hampshire,8,71.18596
2018,33005,Cheshire County,New Hampshire,8,80.02309
2018,34041,Warren County,New Jersey,8,74.79361
2018,35007,Colfax County,New Mexico,8,41.92169
2018,35043,Sandoval County,New Mexico,8,45.66701
2018,36031,Essex County,New York,8,32.52826
2018,36043,Herkimer County,New York,8,39.37977
2018,37007,Anson County,North Carolina,8,20.749470000000002
2018,37029,Camden County,North Carolina,8,No Data
2018,37087,Haywood County,North Carolina,8,44.46421
2018,39027,Clinton County,Ohio,8,31.01071
2018,39069,Henry County,Ohio,8,44.60303
2018,39169,Wayne County,Ohio,8,44.94615
2018,40005,Atoka County,Oklahoma,8,21.56412
2018,40029,Coal County,Oklahoma,8,17.89869
2018,40085,Love County,Oklahoma,8,9.77517
2018,40151,Woods County,Oklahoma,8,34.53436
2018,41039,Lane County,Oregon,8,75.45968
2018,42031,Clarion County,Pennsylvania,8,44.38063
2018,42043,Dauphin County,Pennsylvania,8,75.39107
2018,42109,Snyder County,Pennsylvania,8,49.60687
2018,42115,Susquehanna County,Pennsylvania,8,19.997
2018,42117,Tioga County,Pennsylvania,8,52.00466
2018,46035,Davison County,South Dakota,8,90.85403
2018,46099,Minnehaha County,South Dakota,8,55.425889999999995
2018,46125,Turner County,South Dakota,8,23.900570000000002
2018,47027,Clay County,Tennessee,8,13.10788
2018,47165,Sumner County,Tennessee,8,41.93065
2018,48209,Hays County,Texas,8,38.53086
2018,48339,Montgomery County,Texas,8,49.17371000000001
2018,48419,Shelby County,Texas,8,32.10917
2018,48451,Tom Green County,Texas,8,59.995000000000005
2018,49013,Duchesne County,Utah,8,60.31969000000001
2018,49039,Sanpete County,Utah,8,44.59593
2018,50021,Rutland County,Vermont,8,77.90319
2018,51137,Orange County,Virginia,8,26.528720000000003
2018,53005,Benton County,Washington,8,71.21196
2018,55011,Buffalo County,Wisconsin,8,130.43812
2018,55077,Marquette County,Wisconsin,8,25.665699999999998
2018,55103,Richland County,Wisconsin,8,46.355309999999996
2018,55137,Waushara County,Wisconsin,8,69.88407
2018,56017,Hot Springs County,Wyoming,8,90.39547999999999
2018,05073,Lafayette County,Arkansas,8.1,No Data
2018,06015,Del Norte County,California,8.1,82.23684
2018,06095,Solano County,California,8.1,95.98711
2018,08003,Alamosa County,Colorado,8.1,129.78986
2018,08021,Conejos County,Colorado,8.1,24.56097
2018,08075,Logan County,Colorado,8.1,68.26249
2018,13211,Morgan County,Georgia,8.1,40.7415
2018,13223,Paulding County,Georgia,8.1,14.99778
2018,13243,Randolph County,Georgia,8.1,No Data
2018,13317,Wilkes County,Georgia,8.1,20.63132
2018,15009,Maui County,Hawaii,8.1,66.10999000000001
2018,17051,Fayette County,Illinois,8.1,47.02784
2018,17089,Kane County,Illinois,8.1,67.98365
2018,17101,Lawrence County,Illinois,8.1,6.46538
2018,17121,Marion County,Illinois,8.1,40.49129
2018,17153,Pulaski County,Illinois,8.1,No Data
2018,17177,Stephenson County,Illinois,8.1,52.47428
2018,17179,Tazewell County,Illinois,8.1,56.58487
2018,18029,Dearborn County,Indiana,8.1,24.084780000000002
2018,18057,Hamilton County,Indiana,8.1,75.23864
2018,18087,Lagrange County,Indiana,8.1,24.925849999999997
2018,18117,Orange County,Indiana,8.1,35.6216
2018,18143,Scott County,Indiana,8.1,29.4266
2018,19037,Chickasaw County,Iowa,8.1,42.25114
2018,19055,Delaware County,Iowa,8.1,59.04232999999999
2018,19165,Shelby County,Iowa,8.1,61.24234
2018,20055,Finney County,Kansas,8.1,72.38912
2018,20069,Gray County,Kansas,8.1,No Data
2018,20089,Jewell County,Kansas,8.1,35.29827
2018,21055,Crittenden County,Kentucky,8.1,11.303270000000001
2018,21157,Marshall County,Kentucky,8.1,38.5072
2018,21171,Monroe County,Kentucky,8.1,56.87743
2018,22091,St. Helena Parish,Louisiana,8.1,9.919649999999999
2018,26023,Branch County,Michigan,8.1,50.66323
2018,26119,Montmorency County,Michigan,8.1,64.26047
2018,26161,Washtenaw County,Michigan,8.1,189.91849
2018,27083,Lyon County,Minnesota,8.1,55.399469999999994
2018,27099,Mower County,Minnesota,8.1,54.794520000000006
2018,27149,Stevens County,Minnesota,8.1,92.16590000000001
2018,27151,Swift County,Minnesota,8.1,43.59198
2018,27157,Wabasha County,Minnesota,8.1,78.55097
2018,27159,Wadena County,Minnesota,8.1,72.42703
2018,29037,Cass County,Missouri,8.1,41.19619
2018,29051,Cole County,Missouri,8.1,64.31206
2018,29103,Knox County,Missouri,8.1,50.76142000000001
2018,29107,Lafayette County,Missouri,8.1,30.29752
2018,29151,Osage County,Missouri,8.1,22.164759999999998
2018,29205,Shelby County,Missouri,8.1,33.78949
2018,30015,Chouteau County,Montana,8.1,17.546940000000003
2018,30045,Judith Basin County,Montana,8.1,No Data
2018,31041,Custer County,Nebraska,8.1,47.05439
2018,37103,Jones County,North Carolina,8.1,No Data
2018,37119,Mecklenburg County,North Carolina,8.1,70.06541999999999
2018,37159,Rowan County,North Carolina,8.1,47.72097
2018,37177,Tyrrell County,North Carolina,8.1,No Data
2018,37179,Union County,North Carolina,8.1,29.440389999999997
2018,38017,Cass County,North Dakota,8.1,80.47677
2018,39091,Logan County,Ohio,8.1,37.50607
2018,40065,Jackson County,Oklahoma,8.1,32.91504
2018,40141,Tillman County,Oklahoma,8.1,27.666339999999998
2018,41007,Clatsop County,Oregon,8.1,71.74134
2018,41051,Multnomah County,Oregon,8.1,98.57326
2018,46019,Butte County,South Dakota,8.1,56.9368
2018,47005,Benton County,Tennessee,8.1,18.597730000000002
2018,47043,Dickson County,Tennessee,8.1,68.04473
2018,48001,Anderson County,Texas,8.1,43.24885
2018,48181,Grayson County,Texas,8.1,59.28368
2018,48183,Gregg County,Texas,8.1,98.20573
2018,48185,Grimes County,Texas,8.1,20.26069
2018,48281,Lampasas County,Texas,8.1,13.768419999999999
2018,48287,Lee County,Texas,8.1,28.74059
2018,48325,Medina County,Texas,8.1,21.00921
2018,48367,Parker County,Texas,8.1,35.088190000000004
2018,48405,San Augustine County,Texas,8.1,48.496610000000004
2018,48477,Washington County,Texas,8.1,50.32008999999999
2018,51011,Appomattox County,Virginia,8.1,6.233250000000001
2018,51085,Hanover County,Virginia,8.1,68.3527
2018,53001,Adams County,Washington,8.1,109.85170000000001
2018,53069,Wahkiakum County,Washington,8.1,66.69631000000001
2018,55031,Douglas County,Wisconsin,8.1,59.49384
2018,55121,Trempealeau County,Wisconsin,8.1,30.32243
2018,02070,Dillingham Census Area,Alaska,8.2,103.45541
2018,02122,Kenai Peninsula Borough,Alaska,8.2,69.0073
2018,02170,Matanuska-Susitna Borough,Alaska,8.2,48.088699999999996
2018,05067,Jackson County,Arkansas,8.2,30.0553
2018,05095,Monroe County,Arkansas,8.2,60.753339999999994
2018,06033,Lake County,California,8.2,43.42499
2018,06053,Monterey County,California,8.2,70.78110000000001
2018,08109,Saguache County,Colorado,8.2,14.413380000000002
2018,13043,Candler County,Georgia,8.2,9.10332
2018,13159,Jasper County,Georgia,8.2,13.809289999999999
2018,13165,Jenkins County,Georgia,8.2,No Data
2018,13229,Pierce County,Georgia,8.2,10.24485
2018,17085,Jo Daviess County,Illinois,8.2,61.208149999999996
2018,18129,Posey County,Indiana,8.2,23.73887
2018,19013,Black Hawk County,Iowa,8.2,74.16696
2018,19021,Buena Vista County,Iowa,8.2,60.69189
2018,19113,Linn County,Iowa,8.2,74.1703
2018,19123,Mahaska County,Iowa,8.2,44.70273
2018,19171,Tama County,Iowa,8.2,29.760129999999997
2018,20003,Anderson County,Kansas,8.2,25.1604
2018,20005,Atchison County,Kansas,8.2,74.92975
2018,20123,Mitchell County,Kansas,8.2,68.03878
2018,20129,Morton County,Kansas,8.2,No Data
2018,21113,Jessamine County,Kentucky,8.2,33.298190000000005
2018,25009,Essex County,Massachusetts,8.2,91.75205
2018,26021,Berrien County,Michigan,8.2,58.813919999999996
2018,26129,Ogemaw County,Michigan,8.2,38.23543
2018,27091,Martin County,Minnesota,8.2,66.72141
2018,27169,Winona County,Minnesota,8.2,65.36595
2018,29045,Clark County,Missouri,8.2,29.28258
2018,29063,Dekalb County,Missouri,8.2,9.13743
2018,29105,Laclede County,Missouri,8.2,30.644940000000002
2018,29149,Oregon County,Missouri,8.2,9.60523
2018,29169,Pulaski County,Missouri,8.2,108.14092000000001
2018,29175,Randolph County,Missouri,8.2,36.87165
2018,29223,Wayne County,Missouri,8.2,7.83147
2018,30083,Richland County,Montana,8.2,45.27755
2018,31003,Antelope County,Nebraska,8.2,31.928479999999997
2018,31033,Cheyenne County,Nebraska,8.2,43.902969999999996
2018,31053,Dodge County,Nebraska,8.2,63.49732
2018,31119,Madison County,Nebraska,8.2,129.26206
2018,31125,Nance County,Nebraska,8.2,56.625139999999995
2018,36025,Delaware County,New York,8.2,25.035280000000004
2018,37039,Cherokee County,North Carolina,8.2,30.956560000000003
2018,37121,Mitchell County,North Carolina,8.2,73.91976
2018,39055,Geauga County,Ohio,8.2,48.24651
2018,40053,Grant County,Oklahoma,8.2,No Data
2018,40139,Texas County,Oklahoma,8.2,35.005250000000004
2018,41041,Lincoln County,Oregon,8.2,57.331509999999994
2018,42027,Centre County,Pennsylvania,8.2,55.10972
2018,42077,Lehigh County,Pennsylvania,8.2,87.64786
2018,42095,Northampton County,Pennsylvania,8.2,60.805769999999995
2018,46103,Pennington County,South Dakota,8.2,84.53669000000001
2018,47123,Monroe County,Tennessee,8.2,33.91483
2018,48113,Dallas County,Texas,8.2,88.05382
2018,49021,Iron County,Utah,8.2,47.5235
2018,51095,James City County,Virginia,8.2,110.80761
2018,51683,Manassas City,Virginia,8.2,119.89528
2018,53035,Kitsap County,Washington,8.2,79.54925
2018,55021,Columbia County,Wisconsin,8.2,38.14941
2018,01029,Cleburne County,Alabama,8.3,No Data
2018,06005,Amador County,California,8.3,64.86540000000001
2018,06045,Mendocino County,California,8.3,85.98552000000001
2018,06085,Santa Clara County,California,8.3,120.86382
2018,09011,New London County,Connecticut,8.3,78.1135
2018,12089,Nassau County,Florida,8.3,32.92615
2018,13059,Clarke County,Georgia,8.3,53.99272
2018,16063,Lincoln County,Idaho,8.3,18.66368
2018,16071,Oneida County,Idaho,8.3,44.24779
2018,19059,Dickinson County,Iowa,8.3,68.37996
2018,19083,Hardin County,Iowa,8.3,78.43137
2018,19105,Jones County,Iowa,8.3,43.6533
2018,20041,Dickinson County,Kansas,8.3,32.84791
2018,20109,Logan County,Kansas,8.3,73.20644
2018,20135,Ness County,Kansas,8.3,No Data
2018,20143,Ottawa County,Kansas,8.3,70.02801
2018,21087,Green County,Kentucky,8.3,36.38017
2018,21179,Nelson County,Kentucky,8.3,58.12702
2018,22063,Livingston Parish,Louisiana,8.3,34.09004
2018,25003,Berkshire County,Massachusetts,8.3,93.92234
2018,25025,Suffolk County,Massachusetts,8.3,221.06284999999997
2018,26039,Crawford County,Michigan,8.3,35.76282
2018,26067,Ionia County,Michigan,8.3,41.826100000000004
2018,27063,Jackson County,Minnesota,8.3,40.95004
2018,27073,Lac Qui Parle County,Minnesota,8.3,45.96292
2018,27161,Waseca County,Minnesota,8.3,53.908359999999995
2018,28089,Madison County,Mississippi,8.3,72.98519
2018,29009,Barry County,Missouri,8.3,33.50271
2018,29049,Clinton County,Missouri,8.3,43.789229999999996
2018,29083,Henry County,Missouri,8.3,63.41729
2018,29093,Iron County,Missouri,8.3,19.8059
2018,29159,Pettis County,Missouri,8.3,58.83737
2018,29163,Pike County,Missouri,8.3,34.18414
2018,36001,Albany County,New York,8.3,91.55157
2018,36027,Dutchess County,New York,8.3,72.62362
2018,36103,Suffolk County,New York,8.3,83.29529
2018,37003,Alexander County,North Carolina,8.3,24.03782
2018,37079,Greene County,North Carolina,8.3,33.44801
2018,37089,Henderson County,North Carolina,8.3,59.94343
2018,37111,Mcdowell County,North Carolina,8.3,39.31676
2018,37185,Warren County,North Carolina,8.3,20.4897
2018,38005,Benson County,North Dakota,8.3,14.788520000000002
2018,38021,Dickey County,North Dakota,8.3,63.761959999999995
2018,38031,Foster County,North Dakota,8.3,126.38231
2018,38037,Grant County,North Dakota,8.3,45.14673
2018,38099,Walsh County,North Dakota,8.3,67.06908
2018,39103,Medina County,Ohio,8.3,54.72274
2018,40039,Custer County,Oklahoma,8.3,52.359680000000004
2018,40047,Garfield County,Oklahoma,8.3,59.143409999999996
2018,40055,Greer County,Oklahoma,8.3,122.7209
2018,40103,Noble County,Oklahoma,8.3,26.995410000000003
2018,41029,Jackson County,Oregon,8.3,85.195
2018,42003,Allegheny County,Pennsylvania,8.3,96.99858
2018,42129,Westmoreland County,Pennsylvania,8.3,66.84203
2018,46009,Bon Homme County,South Dakota,8.3,43.80841
2018,46023,Charles Mix County,South Dakota,8.3,43.187219999999996
2018,46027,Clay County,South Dakota,8.3,63.175630000000005
2018,46083,Lincoln County,South Dakota,8.3,93.62256000000001
2018,47037,Davidson County,Tennessee,8.3,81.24741
2018,47061,Grundy County,Tennessee,8.3,No Data
2018,47159,Smith County,Tennessee,8.3,24.648759999999996
2018,47183,Weakley County,Tennessee,8.3,29.999399999999998
2018,48015,Austin County,Texas,8.3,43.37382
2018,48179,Gray County,Texas,8.3,50.789550000000006
2018,48217,Hill County,Texas,8.3,32.427170000000004
2018,48503,Young County,Texas,8.3,72.60947
2018,51540,Charlottesville City,Virginia,8.3,91.58679
2018,51630,Fredericksburg City,Virginia,8.3,193.27275
2018,53075,Whitman County,Washington,8.3,40.40404
2018,54027,Hampshire County,West Virginia,8.3,34.49763
2018,55115,Shawano County,Wisconsin,8.3,56.3919
2018,56013,Fremont County,Wyoming,8.3,81.38973
2018,01003,Baldwin County,Alabama,8.4,48.847080000000005
2018,02275,Wrangell City and Borough,Alaska,8.4,39.84064
2018,05023,Cleburne County,Arkansas,8.4,40.10427
2018,13037,Calhoun County,Georgia,8.4,32.09758
2018,13067,Cobb County,Georgia,8.4,70.64739
2018,13121,Fulton County,Georgia,8.4,70.44724
