Primary Care Physicians per 100000 Population-Density; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Primary Care Physicians per 100000 Population
2018,08001,Adams County,Colorado,7.7,46.96369
2018,08099,Prowers County,Colorado,7.7,41.07788
2018,12103,Pinellas County,Florida,7.7,87.38497
2018,13111,Fannin County,Georgia,7.7,45.82251
2018,13171,Lamar County,Georgia,7.7,31.45149
2018,13241,Rabun County,Georgia,7.7,70.02392
2018,17025,Clay County,Illinois,7.7,15.169900000000002
2018,17163,St. Clair County,Illinois,7.7,62.76811
2018,17167,Sangamon County,Illinois,7.7,119.17482
2018,18147,Spencer County,Indiana,7.7,34.52187
2018,18151,Steuben County,Indiana,7.7,26.016070000000003
2018,19091,Humboldt County,Iowa,7.7,10.462439999999999
2018,19139,Muscatine County,Iowa,7.7,46.87793
2018,19183,Washington County,Iowa,7.7,59.18507
2018,20025,Clark County,Kansas,7.7,250.75226
2018,20111,Lyon County,Kansas,7.7,57.23754
2018,22049,Jackson Parish,Louisiana,7.7,19.05488
2018,22125,West Feliciana Parish,Louisiana,7.7,70.65776
2018,23007,Franklin County,Maine,7.7,105.96377
2018,26061,Houghton County,Michigan,7.7,70.05941
2018,26071,Iron County,Michigan,7.7,63.25682
2018,26097,Mackinac County,Michigan,7.7,74.08093000000001
2018,26109,Menominee County,Michigan,7.7,26.338890000000003
2018,26137,Otsego County,Michigan,7.7,81.0767
2018,27011,Big Stone County,Minnesota,7.7,180.32458
2018,27119,Polk County,Minnesota,7.7,51.01389999999999
2018,27173,Yellow Medicine County,Minnesota,7.7,72.09805
2018,29017,Bollinger County,Missouri,7.7,8.24198
2018,29025,Caldwell County,Missouri,7.7,11.08647
2018,29067,Douglas County,Missouri,7.7,15.16875
2018,29079,Grundy County,Missouri,7.7,20.30457
2018,29157,Perry County,Missouri,7.7,47.03177
2018,30033,Garfield County,Montana,7.7,No Data
2018,30053,Lincoln County,Montana,7.7,80.08008
2018,31065,Furnas County,Nebraska,7.7,106.929
2018,31133,Pawnee County,Nebraska,7.7,38.27019
2018,32015,Lander County,Nevada,7.7,36.15329
2018,33001,Belknap County,New Hampshire,7.7,65.24966
2018,33013,Merrimack County,New Hampshire,7.7,105.02605999999999
2018,37019,Brunswick County,North Carolina,7.7,44.111470000000004
2018,37033,Caswell County,North Carolina,7.7,17.69598
2018,37173,Swain County,North Carolina,7.7,77.07938999999999
2018,38009,Bottineau County,North Dakota,7.7,31.836990000000004
2018,38015,Burleigh County,North Dakota,7.7,107.71128999999999
2018,38075,Renville County,North Dakota,7.7,No Data
2018,38083,Sheridan County,North Dakota,7.7,No Data
2018,39051,Fulton County,Ohio,7.7,33.233630000000005
2018,39123,Ottawa County,Ohio,7.7,41.94941
2018,41035,Klamath County,Oregon,7.7,99.65122000000001
2018,42049,Erie County,Pennsylvania,7.7,83.41737
2018,42069,Lackawanna County,Pennsylvania,7.7,88.23221
2018,46011,Brookings County,South Dakota,7.7,57.017419999999994
2018,46087,Mccook County,South Dakota,7.7,17.901899999999998
2018,46089,Mcpherson County,South Dakota,7.7,42.03447
2018,46123,Tripp County,South Dakota,7.7,91.89487
2018,46135,Yankton County,South Dakota,7.7,100.81529
2018,47003,Bedford County,Tennessee,7.7,28.16165
2018,47129,Morgan County,Tennessee,7.7,14.01673
2018,47135,Perry County,Tennessee,7.7,24.76474
2018,47175,Van Buren County,Tennessee,7.7,No Data
2018,48013,Atascosa County,Texas,7.7,17.59428
2018,48161,Freestone County,Texas,7.7,30.43059
2018,48221,Hood County,Texas,7.7,47.045080000000006
2018,48313,Madison County,Texas,7.7,14.00168
2018,48375,Potter County,Texas,7.7,86.87134999999999
2018,48395,Robertson County,Texas,7.7,5.85686
2018,48441,Taylor County,Texas,7.7,71.72146
2018,48479,Webb County,Texas,7.7,30.363059999999997
2018,49025,Kane County,Utah,7.7,38.0421
2018,50013,Grand Isle County,Vermont,7.7,69.1085
2018,51036,Charles City County,Virginia,7.7,28.72325
2018,51045,Craig County,Virginia,7.7,38.97876
2018,51125,Nelson County,Virginia,7.7,100.46885
2018,51179,Stafford County,Virginia,7.7,29.43447
2018,51690,Martinsville City,Virginia,7.7,7.965590000000001
2018,54073,Pleasants County,West Virginia,7.7,13.404829999999999
2018,55035,Eau Claire County,Wisconsin,7.7,133.78438
2018,55039,Fond Du Lac County,Wisconsin,7.7,48.3545
2018,02180,Nome Census Area,Alaska,7.8,119.95202
2018,04003,Cochise County,Arizona,7.8,59.56068
2018,06069,San Benito County,California,7.8,28.65877
2018,06073,San Diego County,California,7.8,81.74746
2018,06079,San Luis Obispo County,California,7.8,82.29988
2018,06097,Sonoma County,California,7.8,102.35953
2018,06113,Yolo County,California,7.8,123.80952
2018,12017,Citrus County,Florida,7.8,50.114599999999996
2018,12061,Indian River County,Florida,7.8,60.028890000000004
2018,13007,Baker County,Georgia,7.8,No Data
2018,13083,Dade County,Georgia,7.8,37.23008
2018,13085,Dawson County,Georgia,7.8,68.94438000000001
2018,13133,Greene County,Georgia,7.8,65.48787999999999
2018,13147,Hart County,Georgia,7.8,34.34459
2018,13161,Jeff Davis County,Georgia,7.8,13.231890000000002
2018,13221,Oglethorpe County,Georgia,7.8,No Data
2018,13307,Webster County,Georgia,7.8,38.35827
2018,16075,Payette County,Idaho,7.8,41.75191
2018,17077,Jackson County,Illinois,7.8,140.96916
2018,18015,Carroll County,Indiana,7.8,14.8097
2018,18121,Parke County,Indiana,7.8,23.61693
2018,18131,Pulaski County,Indiana,7.8,40.476
2018,19005,Allamakee County,Iowa,7.8,51.14342
2018,19111,Lee County,Iowa,7.8,62.394149999999996
2018,19115,Louisa County,Iowa,7.8,9.06208
2018,20029,Cloud County,Kansas,7.8,45.52697
2018,20033,Comanche County,Kansas,7.8,117.64706
2018,20121,Miami County,Kansas,7.8,52.5747
2018,20171,Scott County,Kansas,7.8,82.93593
2018,21041,Carroll County,Kentucky,7.8,28.21936
2018,21141,Logan County,Kentucky,7.8,29.51812
2018,21211,Shelby County,Kentucky,7.8,38.75653
2018,21227,Warren County,Kentucky,7.8,66.96966
2018,22043,Grant Parish,Louisiana,7.8,4.46648
2018,22113,Vermilion Parish,Louisiana,7.8,36.967960000000005
2018,26059,Hillsdale County,Michigan,7.8,32.89113
2018,26125,Oakland County,Michigan,7.8,144.9605
2018,27003,Anoka County,Minnesota,7.8,50.7115
2018,27059,Isanti County,Minnesota,7.8,66.50901999999999
2018,27085,Mcleod County,Minnesota,7.8,91.93993
2018,29119,Mcdonald County,Missouri,7.8,13.136579999999999
2018,29179,Reynolds County,Missouri,7.8,47.84689
2018,29211,Sullivan County,Missouri,7.8,32.84612
2018,30049,Lewis And Clark County,Montana,7.8,96.49729
2018,30109,Wibaux County,Montana,7.8,No Data
2018,31061,Franklin County,Nebraska,7.8,67.13662000000001
2018,31077,Greeley County,Nebraska,7.8,No Data
2018,31089,Holt County,Nebraska,7.8,89.40101
2018,31095,Jefferson County,Nebraska,7.8,28.384900000000002
2018,31167,Stanton County,Nebraska,7.8,No Data
2018,31179,Wayne County,Nebraska,7.8,53.276509999999995
2018,32013,Humboldt County,Nevada,7.8,47.53134
2018,33019,Sullivan County,New Hampshire,7.8,71.84907
2018,34037,Sussex County,New Jersey,7.8,47.69091
2018,38057,Mercer County,North Dakota,7.8,73.28692
2018,38063,Nelson County,North Dakota,7.8,No Data
2018,39005,Ashland County,Ohio,7.8,43.00352
2018,40061,Haskell County,Oklahoma,7.8,23.75861
2018,40113,Osage County,Oklahoma,7.8,19.164019999999997
2018,41053,Polk County,Oregon,7.8,60.405409999999996
2018,42045,Delaware County,Pennsylvania,7.8,104.80866999999999
2018,42083,Mckean County,Pennsylvania,7.8,56.615379999999995
2018,46003,Aurora County,South Dakota,7.8,No Data
2018,47033,Crockett County,Tennessee,7.8,No Data
2018,47057,Grainger County,Tennessee,7.8,21.440820000000002
2018,47189,Wilson County,Tennessee,7.8,31.10807
2018,48157,Fort Bend County,Texas,7.8,84.76163
2018,48429,Stephens County,Texas,7.8,32.03075
2018,49027,Millard County,Utah,7.8,45.49591
2018,49041,Sevier County,Utah,7.8,46.25347
2018,51071,Giles County,Virginia,7.8,35.88517
2018,51157,Rappahannock County,Virginia,7.8,40.70556
2018,51177,Spotsylvania County,Virginia,7.8,57.99654999999999
2018,51680,Lynchburg City,Virginia,7.8,132.65505000000002
2018,55081,Monroe County,Wisconsin,7.8,60.53661
2018,56037,Sweetwater County,Wyoming,7.8,44.87164
2018,02016,Aleutians West Census Area,Alaska,7.9,35.498760000000004
2018,02090,Fairbanks North Star Borough,Alaska,7.9,87.76549
2018,05097,Montgomery County,Arkansas,7.9,22.25684
2018,12015,Charlotte County,Florida,7.9,59.81684
2018,12073,Leon County,Florida,7.9,86.51756999999999
2018,13053,Chattahoochee County,Georgia,7.9,73.34739
2018,13149,Heard County,Georgia,7.9,16.7743
2018,13209,Montgomery County,Georgia,7.9,No Data
2018,13239,Quitman County,Georgia,7.9,No Data
2018,13273,Terrell County,Georgia,7.9,No Data
2018,13309,Wheeler County,Georgia,7.9,12.73074
2018,15007,Kauai County,Hawaii,7.9,77.46255
2018,16079,Shoshone County,Idaho,7.9,31.051080000000002
2018,17023,Clark County,Illinois,7.9,38.857589999999995
2018,17035,Cumberland County,Illinois,7.9,No Data
2018,17073,Henry County,Illinois,7.9,22.488909999999997
2018,17127,Massac County,Illinois,7.9,14.522219999999999
2018,17137,Morgan County,Illinois,7.9,44.56593
2018,18033,Dekalb County,Indiana,7.9,48.30362
2018,18073,Jasper County,Indiana,7.9,26.81604
2018,18175,Washington County,Indiana,7.9,28.53474
2018,19177,Van Buren County,Iowa,7.9,99.37535
2018,20083,Hodgeman County,Kansas,7.9,167.22408000000001
2018,20115,Marion County,Kansas,7.9,16.82935
2018,20195,Trego County,Kansas,7.9,71.35212
2018,21057,Cumberland County,Kentucky,7.9,45.35833
2018,21075,Fulton County,Kentucky,7.9,16.753220000000002
2018,21151,Madison County,Kentucky,7.9,52.69554
2018,21205,Rowan County,Kentucky,7.9,73.58953
2018,23031,York County,Maine,7.9,73.20327
2018,25013,Hampden County,Massachusetts,7.9,67.32822999999999
2018,26013,Baraga County,Michigan,7.9,97.45401
2018,27025,Chisago County,Minnesota,7.9,47.72089
2018,27057,Hubbard County,Minnesota,7.9,60.49044
2018,27093,Meeker County,Minnesota,7.9,55.981399999999994
2018,27111,Otter Tail County,Minnesota,7.9,59.57852
2018,27147,Steele County,Minnesota,7.9,62.75751
2018,28045,Hancock County,Mississippi,7.9,33.59086
2018,29073,Gasconade County,Missouri,7.9,47.599619999999994
2018,30077,Powell County,Montana,7.9,87.08273
2018,32017,Lincoln County,Nevada,7.9,38.587689999999995
2018,35041,Roosevelt County,New Mexico,7.9,43.24324
2018,36055,Monroe County,New York,7.9,108.52421
2018,36069,Ontario County,New York,7.9,76.51876
2018,36111,Ulster County,New York,7.9,67.57784
2018,37053,Currituck County,North Carolina,7.9,32.41725
2018,37175,Transylvania County,North Carolina,7.9,75.61437000000001
2018,39159,Union County,Ohio,7.9,52.553059999999995
2018,40077,Latimer County,Oklahoma,7.9,19.855059999999998
2018,42105,Potter County,Pennsylvania,7.9,42.3575
2018,46057,Hamlin County,South Dakota,7.9,16.22323
2018,47133,Overton County,Tennessee,7.9,53.95441
2018,47173,Union County,Tennessee,7.9,15.021030000000001
2018,48455,Trinity County,Texas,7.9,13.65095
2018,48481,Wharton County,Texas,7.9,36.09587
2018,50009,Essex County,Vermont,7.9,16.22586
2018,51049,Cumberland County,Virginia,7.9,40.27386
2018,51051,Dickenson County,Virginia,7.9,27.93686
2018,51141,Patrick County,Virginia,7.9,28.39618
2018,51181,Surry County,Virginia,7.9,31.142950000000003
2018,55139,Winnebago County,Wisconsin,7.9,81.43938
2018,02050,Bethel Census Area,Alaska,8,108.77842
2018,04013,Maricopa County,Arizona,8,70.47287
2018,05009,Boone County,Arkansas,8,77.47382
2018,05061,Howard County,Arkansas,8,53.022270000000006
2018,05089,Marion County,Arkansas,8,17.97053
2018,06059,Orange County,California,8,100.07268
2018,06089,Shasta County,California,8,73.30076
2018,06115,Yuba County,California,8,21.6098
2018,08123,Weld County,Colorado,8,57.012190000000004
2018,12081,Manatee County,Florida,8,59.02002
2018,13003,Atkinson County,Georgia,8,No Data
2018,13049,Charlton County,Georgia,8,29.868579999999998
2018,13197,Marion County,Georgia,8,No Data
2018,13263,Talbot County,Georgia,8,32.284099999999995
2018,16051,Jefferson County,Idaho,8,23.4341
2018,16055,Kootenai County,Idaho,8,87.50913
2018,16087,Washington County,Idaho,8,49.04846
2018,17081,Jefferson County,Illinois,8,63.68751
2018,17099,Lasalle County,Illinois,8,38.64948
2018,17113,Mclean County,Illinois,8,55.971129999999995
2018,17115,Macon County,Illinois,8,88.45388
2018,17187,Warren County,Illinois,8,41.55782
2018,18007,Benton County,Indiana,8,22.862370000000002
2018,18105,Monroe County,Indiana,8,59.960519999999995
2018,19087,Henry County,Iowa,8,75.1729
2018,20017,Chase County,Kansas,8,No Data
2018,20039,Decatur County,Kansas,8,No Data
2018,20051,Ellis County,Kansas,8,63.04066
2018,20067,Grant County,Kansas,8,55.94406
2018,21003,Allen County,Kentucky,8,14.0746
2018,21061,Edmonson County,Kentucky,8,8.23045
2018,21077,Gallatin County,Kentucky,8,45.100910000000006
2018,25005,Bristol County,Massachusetts,8,52.36927
2018,25023,Plymouth County,Massachusetts,8,62.931450000000005
2018,25027,Worcester County,Massachusetts,8,99.80472
2018,26011,Arenac County,Michigan,8,33.59538
2018,26019,Benzie County,Michigan,8,56.287290000000006
2018,26143,Roscommon County,Michigan,8,41.63371
2018,26147,St. Clair County,Michigan,8,47.13187
2018,27097,Morrison County,Minnesota,8,50.91955
2018,27123,Ramsey County,Minnesota,8,108.84556
2018,27129,Renville County,Minnesota,8,27.495189999999997
2018,28055,Issaquena County,Mississippi,8,No Data
2018,29007,Audrain County,Missouri,8,51.205290000000005
2018,29015,Benton County,Missouri,8,30.85944
2018,29121,Macon County,Missouri,8,33.07535
2018,29145,Newton County,Missouri,8,62.93021
2018,29167,Polk County,Missouri,8,71.54187999999999
2018,31107,Knox County,Nebraska,8,48.00768
2018,31109,Lancaster County,Nebraska,8,72.70676
2018,32007,Elko County,Nevada,8,37.89458
2018,33003,Carroll County,New Hampshire,8,89.96115
2018,33005,Cheshire County,New Hampshire,8,69.65893
2018,34041,Warren County,New Jersey,8,61.74775
2018,35007,Colfax County,New Mexico,8,41.87254
2018,35043,Sandoval County,New Mexico,8,62.011070000000004
2018,36031,Essex County,New York,8,37.95581
2018,36043,Herkimer County,New York,8,29.354689999999998
2018,37007,Anson County,North Carolina,8,40.90649
2018,37029,Camden County,North Carolina,8,9.20217
2018,37087,Haywood County,North Carolina,8,73.81613
2018,39027,Clinton County,Ohio,8,64.33473000000001
2018,39069,Henry County,Ohio,8,40.73169
2018,39169,Wayne County,Ohio,8,50.125310000000006
2018,40005,Atoka County,Oklahoma,8,14.536999999999999
2018,40029,Coal County,Oklahoma,8,18.19836
2018,40085,Love County,Oklahoma,8,29.25973
2018,40151,Woods County,Oklahoma,8,68.23610000000001
2018,41039,Lane County,Oregon,8,83.49320999999999
2018,42031,Clarion County,Pennsylvania,8,41.62547
2018,42043,Dauphin County,Pennsylvania,8,109.95367999999999
2018,42109,Snyder County,Pennsylvania,8,39.631429999999995
2018,42115,Susquehanna County,Pennsylvania,8,37.195
2018,42117,Tioga County,Pennsylvania,8,44.34481
2018,46035,Davison County,South Dakota,8,70.79646000000001
2018,46099,Minnehaha County,South Dakota,8,99.41284
2018,46125,Turner County,South Dakota,8,No Data
2018,47027,Clay County,Tennessee,8,26.26395
2018,47165,Sumner County,Tennessee,8,46.52792
2018,48209,Hays County,Texas,8,42.57334
2018,48339,Montgomery County,Texas,8,60.42236
2018,48419,Shelby County,Texas,8,19.78318
2018,48451,Tom Green County,Texas,8,73.8255
2018,49013,Duchesne County,Utah,8,45.13993
2018,49039,Sanpete County,Utah,8,48.482499999999995
2018,50021,Rutland County,Vermont,8,77.33155
2018,51137,Orange County,Virginia,8,43.18372
2018,53005,Benton County,Washington,8,71.43207
2018,55011,Buffalo County,Wisconsin,8,15.348019999999998
2018,55077,Marquette County,Wisconsin,8,6.42096
2018,55103,Richland County,Wisconsin,8,69.55715000000001
2018,55137,Waushara County,Wisconsin,8,28.638060000000003
2018,56017,Hot Springs County,Wyoming,8,90.64129
2018,05073,Lafayette County,Arkansas,8.1,30.19324
2018,06015,Del Norte County,California,8.1,57.52912
2018,06095,Solano County,California,8.1,82.43176
2018,08003,Alamosa County,Colorado,8.1,86.24407000000001
2018,08021,Conejos County,Colorado,8.1,36.56307
2018,08075,Logan County,Colorado,8.1,66.93739
2018,13211,Morgan County,Georgia,8.1,41.502390000000005
2018,13223,Paulding County,Georgia,8.1,15.41499
2018,13243,Randolph County,Georgia,8.1,29.50723
2018,13317,Wilkes County,Georgia,8.1,40.91235
2018,15009,Maui County,Hawaii,8.1,81.23428
2018,17051,Fayette County,Illinois,8.1,14.060740000000001
2018,17089,Kane County,Illinois,8.1,40.7586
2018,17101,Lawrence County,Illinois,8.1,25.51346
2018,17121,Marion County,Illinois,8.1,29.56592
2018,17153,Pulaski County,Illinois,8.1,No Data
2018,17177,Stephenson County,Illinois,8.1,42.698550000000004
2018,17179,Tazewell County,Illinois,8.1,47.79861
2018,18029,Dearborn County,Indiana,8.1,46.5041
2018,18057,Hamilton County,Indiana,8.1,141.71136
2018,18087,Lagrange County,Indiana,8.1,25.243599999999997
2018,18117,Orange County,Indiana,8.1,45.81085
2018,18143,Scott County,Indiana,8.1,41.888329999999996
2018,19037,Chickasaw County,Iowa,8.1,58.66085999999999
2018,19055,Delaware County,Iowa,8.1,52.90694
2018,19165,Shelby County,Iowa,8.1,52.383449999999996
2018,20055,Finney County,Kansas,8.1,57.58631
2018,20069,Gray County,Kansas,8.1,16.70007
2018,20089,Jewell County,Kansas,8.1,No Data
2018,21055,Crittenden County,Kentucky,8.1,45.42357
2018,21157,Marshall County,Kentucky,8.1,45.01608
2018,21171,Monroe County,Kentucky,8.1,46.94836
2018,22091,St. Helena Parish,Louisiana,8.1,19.73944
2018,26023,Branch County,Michigan,8.1,43.6611
2018,26119,Montmorency County,Michigan,8.1,75.04288
2018,26161,Washtenaw County,Michigan,8.1,176.55012
2018,27083,Lyon County,Minnesota,8.1,66.73471
2018,27099,Mower County,Minnesota,8.1,34.94583
2018,27149,Stevens County,Minnesota,8.1,81.59102
2018,27151,Swift County,Minnesota,8.1,43.168569999999995
2018,27157,Wabasha County,Minnesota,8.1,87.85315
2018,27159,Wadena County,Minnesota,8.1,58.470980000000004
2018,29037,Cass County,Missouri,8.1,23.633960000000002
2018,29051,Cole County,Missouri,8.1,65.15082000000001
2018,29103,Knox County,Missouri,8.1,No Data
2018,29107,Lafayette County,Missouri,8.1,27.5162
2018,29151,Osage County,Missouri,8.1,22.03452
2018,29205,Shelby County,Missouri,8.1,16.863410000000002
2018,30015,Chouteau County,Montana,8.1,No Data
2018,30045,Judith Basin County,Montana,8.1,No Data
2018,31041,Custer County,Nebraska,8.1,74.23216
2018,37103,Jones County,North Carolina,8.1,53.08419
2018,37119,Mecklenburg County,North Carolina,8.1,88.80035
2018,37159,Rowan County,North Carolina,8.1,40.81977
2018,37177,Tyrrell County,North Carolina,8.1,No Data
2018,37179,Union County,North Carolina,8.1,69.62424
2018,38017,Cass County,North Dakota,8.1,102.24106
2018,39091,Logan County,Ohio,8.1,45.98003
2018,40065,Jackson County,Oklahoma,8.1,65.22625
2018,40141,Tillman County,Oklahoma,8.1,27.58621
2018,41007,Clatsop County,Oregon,8.1,67.12411
2018,41051,Multnomah County,Oregon,8.1,146.5206
2018,46019,Butte County,South Dakota,8.1,28.765939999999997
2018,47005,Benton County,Tennessee,8.1,18.56436
2018,47043,Dickson County,Tennessee,8.1,31.511830000000003
2018,48001,Anderson County,Texas,8.1,38.10514
2018,48181,Grayson County,Texas,8.1,45.51728
2018,48183,Gregg County,Texas,8.1,86.32861
2018,48185,Grimes County,Texas,8.1,27.700830000000003
2018,48281,Lampasas County,Texas,8.1,42.00112
2018,48287,Lee County,Texas,8.1,23.2032
2018,48325,Medina County,Texas,8.1,23.26303
2018,48367,Parker County,Texas,8.1,39.89418
2018,48405,San Augustine County,Texas,8.1,24.28068
2018,48477,Washington County,Texas,8.1,55.73825
2018,51011,Appomattox County,Virginia,8.1,12.56992
2018,51085,Hanover County,Virginia,8.1,71.45111
2018,53001,Adams County,Washington,8.1,45.03828
2018,53069,Wahkiakum County,Washington,8.1,No Data
2018,55031,Douglas County,Wisconsin,8.1,23.174970000000002
2018,55121,Trempealeau County,Wisconsin,8.1,30.355159999999998
2018,02070,Dillingham Census Area,Alaska,8.2,264.44264000000004
2018,02122,Kenai Peninsula Borough,Alaska,8.2,76.65054
2018,02170,Matanuska-Susitna Borough,Alaska,8.2,50.77689
2018,05067,Jackson County,Arkansas,8.2,35.88731
2018,05095,Monroe County,Arkansas,8.2,44.769439999999996
2018,06033,Lake County,California,8.2,43.48771
2018,06053,Monterey County,California,8.2,65.42859
2018,08109,Saguache County,Colorado,8.2,14.65416
2018,13043,Candler County,Georgia,8.2,18.51338
2018,13159,Jasper County,Georgia,8.2,35.16422
2018,13165,Jenkins County,Georgia,8.2,34.57815
2018,13229,Pierce County,Georgia,8.2,20.549699999999998
2018,17085,Jo Daviess County,Illinois,8.2,47.09206
2018,18129,Posey County,Indiana,8.2,31.462619999999998
2018,19013,Black Hawk County,Iowa,8.2,94.49203
2018,19021,Buena Vista County,Iowa,8.2,56.06524
2018,19113,Linn County,Iowa,8.2,65.28279
2018,19123,Mahaska County,Iowa,8.2,67.88866
2018,19171,Tama County,Iowa,8.2,23.733240000000002
2018,20003,Anderson County,Kansas,8.2,38.17765
2018,20005,Atchison County,Kansas,8.2,43.5513
2018,20123,Mitchell County,Kansas,8.2,100.35122999999999
2018,20129,Morton County,Kansas,8.2,154.61925
2018,21113,Jessamine County,Kentucky,8.2,77.61249
2018,25009,Essex County,Massachusetts,8.2,72.24023
2018,26021,Berrien County,Michigan,8.2,78.87823
2018,26129,Ogemaw County,Michigan,8.2,23.81293
2018,27091,Martin County,Minnesota,8.2,81.28842
2018,27169,Winona County,Minnesota,8.2,37.63569
2018,29045,Clark County,Missouri,8.2,44.137119999999996
2018,29063,Dekalb County,Missouri,8.2,23.9101
2018,29105,Laclede County,Missouri,8.2,50.387710000000006
2018,29149,Oregon County,Missouri,8.2,No Data
2018,29169,Pulaski County,Missouri,8.2,32.31509
2018,29175,Randolph County,Missouri,8.2,36.36658
2018,29223,Wayne County,Missouri,8.2,38.840990000000005
2018,30083,Richland County,Montana,8.2,46.28344
2018,31003,Antelope County,Nebraska,8.2,31.75611
2018,31033,Cheyenne County,Nebraska,8.2,56.116719999999994
2018,31053,Dodge County,Nebraska,8.2,62.90168
2018,31119,Madison County,Nebraska,8.2,56.98168
2018,31125,Nance County,Nebraska,8.2,No Data
2018,36025,Delaware County,New York,8.2,31.720860000000002
2018,37039,Cherokee County,North Carolina,8.2,41.940439999999995
2018,37121,Mitchell County,North Carolina,8.2,60.144349999999996
2018,39055,Geauga County,Ohio,8.2,69.40811
2018,40053,Grant County,Oklahoma,8.2,No Data
2018,40139,Texas County,Oklahoma,8.2,45.03828
2018,41041,Lincoln County,Oregon,8.2,54.04107
2018,42027,Centre County,Pennsylvania,8.2,76.36173
2018,42077,Lehigh County,Pennsylvania,8.2,103.97544
2018,42095,Northampton County,Pennsylvania,8.2,83.85607
2018,46103,Pennington County,South Dakota,8.2,106.35025
2018,47123,Monroe County,Tennessee,8.2,19.336129999999997
2018,48113,Dallas County,Texas,8.2,70.68824
2018,49021,Iron County,Utah,8.2,38.29391
2018,51095,James City County,Virginia,8.2,122.83889
2018,51683,Manassas City,Virginia,8.2,94.92516
2018,53035,Kitsap County,Washington,8.2,68.14674
2018,55021,Columbia County,Wisconsin,8.2,43.454080000000005
2018,01029,Cleburne County,Alabama,8.3,20.12072
2018,06005,Amador County,California,8.3,60.37432
2018,06045,Mendocino County,California,8.3,91.06733
2018,06085,Santa Clara County,California,8.3,105.60977
2018,09011,New London County,Connecticut,8.3,64.47818000000001
2018,12089,Nassau County,Florida,8.3,47.39069
2018,13059,Clarke County,Georgia,8.3,77.14426
2018,16063,Lincoln County,Idaho,8.3,18.63586
2018,16071,Oneida County,Idaho,8.3,44.140370000000004
2018,19059,Dickinson County,Iowa,8.3,81.12180000000001
2018,19083,Hardin County,Iowa,8.3,41.55289
2018,19105,Jones County,Iowa,8.3,33.84749
2018,20041,Dickinson County,Kansas,8.3,48.73822
2018,20109,Logan County,Kansas,8.3,107.37294
2018,20135,Ness County,Kansas,8.3,72.72726999999999
2018,20143,Ottawa County,Kansas,8.3,35.06311
2018,21087,Green County,Kentucky,8.3,18.27986
2018,21179,Nelson County,Kentucky,8.3,54.073930000000004
2018,22063,Livingston Parish,Louisiana,8.3,17.75707
2018,25003,Berkshire County,Massachusetts,8.3,119.25343
2018,25025,Suffolk County,Massachusetts,8.3,154.37109
2018,26039,Crawford County,Michigan,8.3,78.40901
2018,26067,Ionia County,Michigan,8.3,26.27633
2018,27063,Jackson County,Minnesota,8.3,10.15641
2018,27073,Lac Qui Parle County,Minnesota,8.3,90.59339
2018,27161,Waseca County,Minnesota,8.3,32.23727
2018,28089,Madison County,Mississippi,8.3,132.67840999999999
2018,29009,Barry County,Missouri,8.3,64.26556
2018,29049,Clinton County,Missouri,8.3,58.861039999999996
2018,29083,Henry County,Missouri,8.3,68.73167000000001
2018,29093,Iron County,Missouri,8.3,9.87654
2018,29159,Pettis County,Missouri,8.3,51.96155
2018,29163,Pike County,Missouri,8.3,27.31942
2018,36001,Albany County,New York,8.3,100.81635
2018,36027,Dutchess County,New York,8.3,66.61727
2018,36103,Suffolk County,New York,8.3,71.98966
2018,37003,Alexander County,North Carolina,8.3,24.00192
2018,37079,Greene County,North Carolina,8.3,14.23893
2018,37089,Henderson County,North Carolina,8.3,91.97987
2018,37111,Mcdowell County,North Carolina,8.3,30.59708
2018,37185,Warren County,North Carolina,8.3,5.06817
2018,38005,Benson County,North Dakota,8.3,No Data
2018,38021,Dickey County,North Dakota,8.3,82.10181
2018,38031,Foster County,North Dakota,8.3,62.3053
2018,38037,Grant County,North Dakota,8.3,No Data
2018,38099,Walsh County,North Dakota,8.3,37.59045
2018,39103,Medina County,Ohio,8.3,63.422830000000005
2018,40039,Custer County,Oklahoma,8.3,55.166709999999995
2018,40047,Garfield County,Oklahoma,8.3,45.859539999999996
2018,40055,Greer County,Oklahoma,8.3,17.506999999999998
2018,40103,Noble County,Oklahoma,8.3,35.935680000000005
2018,41029,Jackson County,Oregon,8.3,94.59411
2018,42003,Allegheny County,Pennsylvania,8.3,112.74253999999999
2018,42129,Westmoreland County,Pennsylvania,8.3,75.37998
2018,46009,Bon Homme County,South Dakota,8.3,57.96261
2018,46023,Charles Mix County,South Dakota,8.3,43.04778
2018,46027,Clay County,South Dakota,8.3,56.858560000000004
2018,46083,Lincoln County,South Dakota,8.3,155.4116
2018,47037,Davidson County,Tennessee,8.3,96.08957000000001
2018,47061,Grundy County,Tennessee,8.3,No Data
2018,47159,Smith County,Tennessee,8.3,44.649499999999996
2018,47183,Weakley County,Tennessee,8.3,57.009119999999996
2018,48015,Austin County,Texas,8.3,16.64891
2018,48179,Gray County,Texas,8.3,45.69131
2018,48217,Hill County,Texas,8.3,24.55729
2018,48503,Young County,Texas,8.3,88.83953000000001
2018,51540,Charlottesville City,Virginia,8.3,287.73325
2018,51630,Fredericksburg City,Virginia,8.3,141.20402
2018,53075,Whitman County,Washington,8.3,59.875460000000004
