Primary Care Physicians per 100000 Population-Density; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Primary Care Physicians per 100000 Population
2018,48263,Kent County,Texas,7,No Data
2018,48279,Lamb County,Texas,7,38.78073
2018,48299,Llano County,Texas,7,68.82312
2018,48303,Lubbock County,Texas,7,83.39532
2018,48319,Mason County,Texas,7,No Data
2018,48323,Maverick County,Texas,7,23.841150000000003
2018,48327,Menard County,Texas,7,46.77268
2018,48389,Reeves County,Texas,7,31.296950000000002
2018,48391,Refugio County,Texas,7,14.39263
2018,48415,Scurry County,Texas,7,65.85643
2018,48421,Sherman County,Texas,7,No Data
2018,48431,Sterling County,Texas,7,No Data
2018,48433,Stonewall County,Texas,7,74.07406999999999
2018,48437,Swisher County,Texas,7,13.51899
2018,48475,Ward County,Texas,7,16.66944
2018,50019,Orleans County,Vermont,7,70.27407
2018,51075,Goochland County,Virginia,7,75.7799
2018,51091,Highland County,Virginia,7,136.9863
2018,51735,Poquoson City,Virginia,7,97.79154
2018,53057,Skagit County,Washington,7,82.04017
2018,55041,Forest County,Wisconsin,7,11.10618
2018,55069,Lincoln County,Wisconsin,7,57.98572
2018,55071,Manitowoc County,Wisconsin,7,49.37896
2018,55085,Oneida County,Wisconsin,7,67.4252
2018,56015,Goshen County,Wyoming,7,75.69449999999999
2018,05049,Fulton County,Arkansas,7.1,56.10323
2018,06011,Colusa County,California,7.1,27.846099999999996
2018,06027,Inyo County,California,7.1,94.24026
2018,08005,Arapahoe County,Colorado,7.1,80.41548
2018,08077,Mesa County,Colorado,7.1,114.77855000000001
2018,08081,Moffat County,Colorado,7.1,15.056840000000001
2018,12086,Miami-Dade County,Florida,7.1,82.55611
2018,13109,Evans County,Georgia,7.1,46.930730000000004
2018,13253,Seminole County,Georgia,7.1,123.60939
2018,13319,Wilkinson County,Georgia,7.1,33.504580000000004
2018,16007,Bear Lake County,Idaho,7.1,65.30611999999999
2018,16077,Power County,Idaho,7.1,26.038279999999997
2018,17009,Brown County,Illinois,7.1,15.20219
2018,17045,Edgar County,Illinois,7.1,29.135830000000002
2018,17083,Jersey County,Illinois,7.1,41.3356
2018,17125,Mason County,Illinois,7.1,22.45677
2018,17129,Menard County,Illinois,7.1,32.79764
2018,17141,Ogle County,Illinois,7.1,63.18741
2018,19039,Clarke County,Iowa,7.1,42.57584
2018,19131,Mitchell County,Iowa,7.1,28.33932
2018,20201,Washington County,Kansas,7.1,55.4939
2018,21017,Bourbon County,Kentucky,7.1,80.85709
2018,21027,Breckinridge County,Kentucky,7.1,24.41764
2018,21103,Henry County,Kentucky,7.1,49.60932999999999
2018,21123,Larue County,Kentucky,7.1,6.94541
2018,21139,Livingston County,Kentucky,7.1,32.62998
2018,21181,Nicholas County,Kentucky,7.1,13.757050000000001
2018,21239,Woodford County,Kentucky,7.1,63.58944
2018,24041,Talbot County,Maryland,7.1,102.20273999999999
2018,26131,Ontonagon County,Michigan,7.1,34.96503
2018,27037,Dakota County,Minnesota,7.1,64.33252
2018,27055,Houston County,Minnesota,7.1,53.763439999999996
2018,27071,Koochiching County,Minnesota,7.1,32.70913
2018,29065,Dent County,Missouri,7.1,25.68548
2018,29217,Vernon County,Missouri,7.1,34.04173
2018,29227,Worth County,Missouri,7.1,49.6771
2018,30025,Fallon County,Montana,7.1,105.41109999999999
2018,30071,Phillips County,Montana,7.1,25.290840000000003
2018,31037,Colfax County,Nebraska,7.1,No Data
2018,31069,Garden County,Nebraska,7.1,No Data
2018,31073,Gosper County,Nebraska,7.1,50.251259999999995
2018,31147,Richardson County,Nebraska,7.1,50.858230000000006
2018,31175,Valley County,Nebraska,7.1,144.30014
2018,34025,Monmouth County,New Jersey,7.1,119.58726
2018,35019,Guadalupe County,New Mexico,7.1,46.511630000000004
2018,37075,Graham County,North Carolina,7.1,23.69388
2018,38013,Burke County,North Dakota,7.1,No Data
2018,38093,Stutsman County,North Dakota,7.1,91.76971
2018,39075,Holmes County,Ohio,7.1,25.022750000000002
2018,39149,Shelby County,Ohio,7.1,43.21877
2018,40127,Pushmataha County,Oklahoma,7.1,18.02451
2018,46101,Moody County,South Dakota,7.1,30.413629999999998
2018,46115,Spink County,South Dakota,7.1,31.36763
2018,47085,Humphreys County,Tennessee,7.1,21.52621
2018,47127,Moore County,Tennessee,7.1,No Data
2018,47161,Stewart County,Tennessee,7.1,7.29129
2018,48033,Borden County,Texas,7.1,No Data
2018,48079,Cochran County,Texas,7.1,70.10165
2018,48095,Concho County,Texas,7.1,36.68379
2018,48107,Crosby County,Texas,7.1,34.86143
2018,48119,Delta County,Texas,7.1,18.758210000000002
2018,48129,Donley County,Texas,7.1,No Data
2018,48151,Fisher County,Texas,7.1,26.109659999999998
2018,48153,Floyd County,Texas,7.1,52.52101
2018,48159,Franklin County,Texas,7.1,27.97203
2018,48169,Garza County,Texas,7.1,16.053939999999997
2018,48177,Gonzales County,Texas,7.1,38.39324
2018,48191,Hall County,Texas,7.1,No Data
2018,48243,Jeff Davis County,Texas,7.1,43.97537
2018,48247,Jim Hogg County,Texas,7.1,19.23077
2018,48249,Jim Wells County,Texas,7.1,22.2321
2018,48255,Karnes County,Texas,7.1,25.63938
2018,48311,Mcmullen County,Texas,7.1,No Data
2018,48321,Matagorda County,Texas,7.1,38.20648
2018,48357,Ochiltree County,Texas,7.1,40.66694
2018,48359,Oldham County,Texas,7.1,No Data
2018,48369,Parmer County,Texas,7.1,10.41124
2018,48403,Sabine County,Texas,7.1,18.97173
2018,48489,Willacy County,Texas,7.1,32.7746
2018,48501,Yoakum County,Texas,7.1,34.431309999999996
2018,49019,Grand County,Utah,7.1,123.02645
2018,51570,Colonial Heights City,Virginia,7.1,138.16926
2018,53017,Douglas County,Washington,7.1,20.72348
2018,53029,Island County,Washington,7.1,41.10828
2018,55013,Burnett County,Wisconsin,7.1,12.97522
2018,55033,Dunn County,Wisconsin,7.1,70.5343
2018,55057,Juneau County,Wisconsin,7.1,78.69
2018,55125,Vilas County,Wisconsin,7.1,58.57175
2018,04025,Yavapai County,Arizona,7.2,57.847970000000004
2018,06009,Calaveras County,California,7.2,45.74665
2018,09013,Tolland County,Connecticut,7.2,53.0782
2018,13005,Bacon County,Georgia,7.2,62.70154
2018,13065,Clinch County,Georgia,7.2,15.110309999999998
2018,13281,Towns County,Georgia,7.2,66.46173999999999
2018,13283,Treutlen County,Georgia,7.2,No Data
2018,16023,Butte County,Idaho,7.2,38.50597
2018,16037,Custer County,Idaho,7.2,No Data
2018,16049,Idaho County,Idaho,7.2,89.9982
2018,17027,Clinton County,Illinois,7.2,37.27171
2018,17039,De Witt County,Illinois,7.2,31.9734
2018,17049,Effingham County,Illinois,7.2,79.39308
2018,17105,Livingston County,Illinois,7.2,42.0781
2018,17133,Monroe County,Illinois,7.2,37.53212
2018,17145,Perry County,Illinois,7.2,47.810289999999995
2018,17147,Piatt County,Illinois,7.2,55.06608
2018,17151,Pope County,Illinois,7.2,No Data
2018,17175,Stark County,Illinois,7.2,18.71958
2018,17181,Union County,Illinois,7.2,72.05909
2018,18027,Daviess County,Indiana,7.2,44.97616
2018,19075,Grundy County,Iowa,7.2,32.70111
2018,19125,Marion County,Iowa,7.2,99.23917
2018,19187,Webster County,Iowa,7.2,55.7041
2018,20065,Graham County,Kansas,7.2,80.58018
2018,21063,Elliott County,Kentucky,7.2,13.303180000000001
2018,23015,Lincoln County,Maine,7.2,109.71876999999999
2018,26089,Leelanau County,Michigan,7.2,36.76302
2018,26153,Schoolcraft County,Michigan,7.2,86.48382
2018,27027,Clay County,Minnesota,7.2,24.91358
2018,27139,Scott County,Minnesota,7.2,51.67334
2018,29011,Barton County,Missouri,7.2,25.523229999999998
2018,29053,Cooper County,Missouri,7.2,39.52792
2018,29185,St. Clair County,Missouri,7.2,42.56678
2018,30019,Daniels County,Montana,7.2,No Data
2018,30111,Yellowstone County,Montana,7.2,106.6336
2018,31011,Boone County,Nebraska,7.2,154.0832
2018,31017,Brown County,Nebraska,7.2,101.52284000000002
2018,31035,Clay County,Nebraska,7.2,32.24246
2018,31051,Dixon County,Nebraska,7.2,35.48616
2018,31071,Garfield County,Nebraska,7.2,50.787200000000006
2018,31099,Kearney County,Nebraska,7.2,30.79292
2018,31169,Thayer County,Nebraska,7.2,99.94004000000001
2018,32029,Storey County,Nevada,7.2,No Data
2018,36059,Nassau County,New York,7.2,143.70739
2018,36119,Westchester County,New York,7.2,138.087
2018,37059,Davie County,North Carolina,7.2,46.6788
2018,37145,Person County,North Carolina,7.2,37.9843
2018,38039,Griggs County,North Dakota,7.2,44.82295
2018,40129,Roger Mills County,Oklahoma,7.2,55.81915000000001
2018,41021,Gilliam County,Oregon,7.2,52.30126
2018,41037,Lake County,Oregon,7.2,50.83238
2018,42025,Carbon County,Pennsylvania,7.2,42.06787
2018,42127,Wayne County,Pennsylvania,7.2,46.72806
2018,46015,Brule County,South Dakota,7.2,151.02888000000002
2018,46045,Edmunds County,South Dakota,7.2,52.23296
2018,46067,Hutchinson County,South Dakota,7.2,82.29324
2018,46079,Lake County,South Dakota,7.2,70.32898
2018,46127,Union County,South Dakota,7.2,75.32011
2018,47009,Blount County,Tennessee,7.2,69.12719
2018,47103,Lincoln County,Tennessee,7.2,52.37735
2018,48057,Calhoun County,Texas,7.2,51.66745
2018,48067,Cass County,Texas,7.2,23.31313
2018,48075,Childress County,Texas,7.2,136.8738
2018,48103,Crane County,Texas,7.2,20.84636
2018,48109,Culberson County,Texas,7.2,46.06172
2018,48111,Dallam County,Texas,7.2,68.61534
2018,48143,Erath County,Texas,7.2,56.20872
2018,48223,Hopkins County,Texas,7.2,29.662390000000002
2018,48237,Jack County,Texas,7.2,44.767770000000006
2018,48239,Jackson County,Texas,7.2,13.55014
2018,48253,Jones County,Texas,7.2,29.87601
2018,48301,Loving County,Texas,7.2,No Data
2018,48307,Mcculloch County,Texas,7.2,50.100199999999994
2018,48341,Moore County,Texas,7.2,38.204390000000004
2018,48351,Newton County,Texas,7.2,No Data
2018,48365,Panola County,Texas,7.2,34.49168
2018,48371,Pecos County,Texas,7.2,56.87923
2018,48457,Tyler County,Texas,7.2,18.457
2018,49033,Rich County,Utah,7.2,No Data
2018,49053,Washington County,Utah,7.2,55.757059999999996
2018,50027,Windsor County,Vermont,7.2,112.60033999999999
2018,51530,Buena Vista City,Virginia,7.2,30.873730000000002
2018,51720,Norton City,Virginia,7.2,75.35795
2018,53007,Chelan County,Washington,7.2,115.28497
2018,55123,Vernon County,Wisconsin,7.2,103.82194999999999
2018,56023,Lincoln County,Wyoming,7.2,70.6001
2018,02100,Haines Borough,Alaska,7.3,276.67984
2018,02105,Hoonah-Angoon Census Area,Alaska,7.3,No Data
2018,02220,Sitka City and Borough,Alaska,7.3,223.71365
2018,06003,Alpine County,California,7.3,No Data
2018,08017,Cheyenne County,Colorado,7.3,No Data
2018,13025,Brantley County,Georgia,7.3,15.699409999999999
2018,13101,Echols County,Georgia,7.3,No Data
2018,13187,Lumpkin County,Georgia,7.3,32.72835
2018,13293,Upson County,Georgia,7.3,64.58967
2018,16025,Camas County,Idaho,7.3,No Data
2018,16059,Lemhi County,Idaho,7.3,87.20568
2018,17033,Crawford County,Illinois,7.3,53.57047000000001
2018,17071,Henderson County,Illinois,7.3,No Data
2018,17111,Mchenry County,Illinois,7.3,48.412150000000004
2018,17123,Marshall County,Illinois,7.3,8.74279
2018,17139,Moultrie County,Illinois,7.3,34.48038
2018,17159,Richland County,Illinois,7.3,58.015859999999996
2018,17171,Scott County,Illinois,7.3,No Data
2018,17173,Shelby County,Illinois,7.3,32.35648
2018,19143,Osceola County,Iowa,7.3,33.568310000000004
2018,19161,Sac County,Iowa,7.3,61.722049999999996
2018,19189,Winnebago County,Iowa,7.3,48.29052
2018,20023,Cheyenne County,Kansas,7.3,37.636430000000004
2018,20045,Douglas County,Kansas,7.3,90.79086
2018,20077,Harper County,Kansas,7.3,55.18764
2018,20167,Russell County,Kansas,7.3,58.34306
2018,20185,Stafford County,Kansas,7.3,24.0616
2018,21149,Mclean County,Kentucky,7.3,No Data
2018,21223,Trimble County,Kentucky,7.3,23.60996
2018,21233,Webster County,Kentucky,7.3,23.180339999999998
2018,24031,Montgomery County,Maryland,7.3,139.71797999999998
2018,26001,Alcona County,Michigan,7.3,57.66458
2018,26051,Gladwin County,Michigan,7.3,19.64714
2018,27107,Norman County,Minnesota,7.3,No Data
2018,27137,St. Louis County,Minnesota,7.3,130.60732
2018,30039,Granite County,Montana,7.3,29.594549999999998
2018,30097,Sweet Grass County,Montana,7.3,53.51887000000001
2018,30103,Treasure County,Montana,7.3,No Data
2018,31085,Hayes County,Nebraska,7.3,108.45987
2018,31097,Johnson County,Nebraska,7.3,39.439949999999996
2018,31105,Kimball County,Nebraska,7.3,No Data
2018,31163,Sherman County,Nebraska,7.3,No Data
2018,32011,Eureka County,Nevada,7.3,No Data
2018,33015,Rockingham County,New Hampshire,7.3,78.44555000000001
2018,35011,De Baca County,New Mexico,7.3,57.20824
2018,35059,Union County,New Mexico,7.3,24.63661
2018,36021,Columbia County,New York,7.3,40.36259
2018,37023,Burke County,North Carolina,7.3,59.6784
2018,37199,Yancey County,North Carolina,7.3,60.87775
2018,39135,Preble County,Ohio,7.3,14.676390000000001
2018,41015,Curry County,Oregon,7.3,65.43075
2018,42007,Beaver County,Pennsylvania,7.3,44.53147
2018,42011,Berks County,Pennsylvania,7.3,62.920860000000005
2018,42019,Butler County,Pennsylvania,7.3,65.47673
2018,42053,Forest County,Pennsylvania,7.3,No Data
2018,46073,Jerauld County,South Dakota,7.3,49.6771
2018,48003,Andrews County,Texas,7.3,37.42315
2018,48031,Blanco County,Texas,7.3,41.90764
2018,48063,Camp County,Texas,7.3,84.00794
2018,48071,Chambers County,Texas,7.3,11.405890000000001
2018,48099,Coryell County,Texas,7.3,18.432940000000002
2018,48285,Lavaca County,Texas,7.3,69.46512
2018,48337,Montague County,Texas,7.3,30.27551
2018,48343,Morris County,Texas,7.3,16.144660000000002
2018,48407,San Jacinto County,Texas,7.3,6.93025
2018,48471,Walker County,Texas,7.3,28.778560000000002
2018,50015,Lamoille County,Vermont,7.3,86.74395
2018,51043,Clarke County,Virginia,7.3,34.20207
2018,51079,Greene County,Virginia,7.3,20.182650000000002
2018,51580,Covington City,Virginia,7.3,54.17118
2018,51640,Galax City,Virginia,7.3,No Data
2018,51660,Harrisonburg City,Virginia,7.3,135.80806
2018,55023,Crawford County,Wisconsin,7.3,68.19168
2018,55059,Kenosha County,Wisconsin,7.3,46.00114
2018,55065,Lafayette County,Wisconsin,7.3,24.0024
2018,55083,Oconto County,Wisconsin,7.3,34.27366
2018,55133,Waukesha County,Wisconsin,7.3,140.03037999999998
2018,56005,Campbell County,Wyoming,7.3,49.63208
2018,56009,Converse County,Wyoming,7.3,57.87874
2018,02158,Kusilvak Census Area,Alaska,7.4,No Data
2018,06023,Humboldt County,California,7.4,62.70379
2018,06043,Mariposa County,California,7.4,34.87764
2018,06081,San Mateo County,California,7.4,106.44779
2018,08011,Bent County,Colorado,7.4,No Data
2018,08057,Jackson County,Colorado,7.4,143.67816
2018,12071,Lee County,Florida,7.4,65.01622
2018,13027,Brooks County,Georgia,7.4,19.40868
2018,13117,Forsyth County,Georgia,7.4,40.1225
2018,13119,Franklin County,Georgia,7.4,25.69703
2018,13123,Gilmer County,Georgia,7.4,57.38148999999999
2018,13311,White County,Georgia,7.4,19.48178
2018,16039,Elmore County,Idaho,7.4,58.15855
2018,17063,Grundy County,Illinois,7.4,31.33937
2018,17075,Iroquois County,Illinois,7.4,40.56945
2018,17117,Macoupin County,Illinois,7.4,24.48471
2018,17149,Pike County,Illinois,7.4,57.8369
2018,17183,Vermilion County,Illinois,7.4,38.279790000000006
2018,18051,Gibson County,Indiana,7.4,35.65168
2018,19043,Clayton County,Iowa,7.4,28.491649999999996
2018,19157,Poweshiek County,Iowa,7.4,86.46779
2018,20101,Lane County,Kansas,7.4,65.14658
2018,21185,Oldham County,Kentucky,7.4,59.88114
2018,21187,Owen County,Kentucky,7.4,36.69388
2018,21209,Scott County,Kentucky,7.4,57.89067000000001
2018,22023,Cameron Parish,Louisiana,7.4,28.68206
2018,24035,Queen Anne&#39;s County,Maryland,7.4,33.74288
2018,26005,Allegan County,Michigan,7.4,22.01878
2018,26029,Charlevoix County,Michigan,7.4,80.32742999999999
2018,26111,Midland County,Michigan,7.4,101.01496000000002
2018,27043,Faribault County,Minnesota,7.4,58.59518
2018,29019,Boone County,Missouri,7.4,117.47560000000001
2018,29135,Moniteau County,Missouri,7.4,12.397720000000001
2018,29153,Ozark County,Missouri,7.4,21.800739999999998
2018,29199,Scotland County,Missouri,7.4,142.79886
2018,31103,Keya Paha County,Nebraska,7.4,No Data
2018,34039,Union County,New Jersey,7.4,67.58445
2018,35001,Bernalillo County,New Mexico,7.4,106.0194
2018,35037,Quay County,New Mexico,7.4,24.233610000000002
2018,37037,Chatham County,North Carolina,7.4,95.34040999999999
2018,37055,Dare County,North Carolina,7.4,54.04091
2018,37063,Durham County,North Carolina,7.4,126.59882
2018,37167,Stanly County,North Carolina,7.4,36.62071
2018,38003,Barnes County,North Dakota,7.4,105.6169
2018,38051,Mcintosh County,North Dakota,7.4,80.09612
2018,38053,Mckenzie County,North Dakota,7.4,19.968049999999998
2018,39109,Miami County,Ohio,7.4,49.53873
2018,40007,Beaver County,Oklahoma,7.4,No Data
2018,41065,Wasco County,Oregon,7.4,97.44397000000001
2018,42099,Perry County,Pennsylvania,7.4,25.93361
2018,46025,Clark County,South Dakota,7.4,No Data
2018,47049,Fentress County,Tennessee,7.4,48.58824
2018,47169,Trousdale County,Tennessee,7.4,26.586319999999997
2018,48025,Bee County,Texas,7.4,21.49547
2018,48051,Burleson County,Texas,7.4,43.376889999999996
2018,48089,Colorado County,Texas,7.4,46.52678
2018,48145,Falls County,Texas,7.4,11.5627
2018,48149,Fayette County,Texas,7.4,31.56317
2018,48175,Goliad County,Texas,7.4,No Data
2018,48227,Howard County,Texas,7.4,27.27471
2018,48335,Mitchell County,Texas,7.4,46.811
2018,48345,Motley County,Texas,7.4,No Data
2018,49001,Beaver County,Utah,7.4,89.41878
2018,51077,Grayson County,Virginia,7.4,25.72347
2018,51600,Fairfax City,Virginia,7.4,12.49011
2018,51790,Staunton City,Virginia,7.4,36.09819
2018,53043,Lincoln County,Washington,7.4,36.56641
2018,53051,Pend Oreille County,Washington,7.4,43.719030000000004
2018,53073,Whatcom County,Washington,7.4,91.60425
2018,55045,Green County,Wisconsin,7.4,67.64069
2018,55107,Rusk County,Wisconsin,7.4,49.37226999999999
2018,55131,Washington County,Wisconsin,7.4,52.92794000000001
2018,56043,Washakie County,Wyoming,7.4,64.0615
2018,02185,North Slope Borough,Alaska,7.5,20.34174
2018,06049,Modoc County,California,7.5,67.86563
2018,06055,Napa County,California,7.5,96.55593
2018,08025,Crowley County,Colorado,7.5,No Data
2018,08121,Washington County,Colorado,7.5,61.124689999999994
2018,13127,Glynn County,Georgia,7.5,51.58749
2018,16009,Benewah County,Idaho,7.5,43.019999999999996
2018,16061,Lewis County,Idaho,7.5,26.05524
2018,17003,Alexander County,Illinois,7.5,17.3581
2018,17005,Bond County,Illinois,7.5,60.87909
2018,17011,Bureau County,Illinois,7.5,49.037639999999996
2018,17097,Lake County,Illinois,7.5,113.56213
2018,17191,Wayne County,Illinois,7.5,43.1699
2018,18123,Perry County,Indiana,7.5,46.950810000000004
2018,19017,Bremer County,Iowa,7.5,55.86146
2018,19025,Calhoun County,Iowa,7.5,62.06041
2018,19033,Cerro Gordo County,Iowa,7.5,157.83274
2018,19063,Emmet County,Iowa,7.5,76.02085
2018,19137,Montgomery County,Iowa,7.5,60.50217
2018,20007,Barber County,Kansas,7.5,45.17732
2018,20019,Chautauqua County,Kansas,7.5,No Data
2018,20043,Doniphan County,Kansas,7.5,39.47368
2018,20079,Harvey County,Kansas,7.5,81.32679
2018,20147,Phillips County,Kansas,7.5,57.31754
2018,20163,Rooks County,Kansas,7.5,101.62602
2018,21049,Clark County,Kentucky,7.5,46.87974
2018,26003,Alger County,Michigan,7.5,76.85551
2018,27001,Aitkin County,Minnesota,7.5,81.83306
2018,27039,Dodge County,Minnesota,7.5,42.99226
2018,27041,Douglas County,Minnesota,7.5,123.22697000000001
2018,27153,Todd County,Minnesota,7.5,85.14434
2018,29137,Monroe County,Missouri,7.5,34.70615
2018,29147,Nodaway County,Missouri,7.5,45.26525
2018,29197,Schuyler County,Missouri,7.5,64.37768
2018,31083,Harlan County,Nebraska,7.5,59.171600000000005
2018,31145,Red Willow County,Nebraska,7.5,83.92391
2018,31149,Rock County,Nebraska,7.5,No Data
2018,31171,Thomas County,Nebraska,7.5,No Data
2018,31181,Webster County,Nebraska,7.5,57.35589
2018,31183,Wheeler County,Nebraska,7.5,No Data
2018,34003,Bergen County,New Jersey,7.5,119.60927
2018,35017,Grant County,New Mexico,7.5,77.78354
2018,36091,Saratoga County,New York,7.5,70.04172
2018,36113,Warren County,New York,7.5,117.29012999999999
2018,37009,Ashe County,North Carolina,7.5,51.464909999999996
2018,40003,Alfalfa County,Oklahoma,7.5,35.07541
2018,40025,Cimarron County,Oklahoma,7.5,No Data
2018,40033,Cotton County,Oklahoma,7.5,No Data
2018,40105,Nowata County,Oklahoma,7.5,9.92457
2018,41025,Harney County,Oregon,7.5,67.63154
2018,46033,Custer County,South Dakota,7.5,44.58315
2018,46043,Douglas County,South Dakota,7.5,34.234849999999994
2018,46093,Meade County,South Dakota,7.5,67.06197999999999
2018,46107,Potter County,South Dakota,7.5,No Data
2018,47015,Cannon County,Tennessee,7.5,6.81292
2018,47055,Giles County,Tennessee,7.5,33.939719999999994
2018,47095,Lake County,Tennessee,7.5,No Data
2018,48049,Brown County,Texas,7.5,58.10267999999999
2018,48265,Kerr County,Texas,7.5,89.35361
2018,48315,Marion County,Texas,7.5,No Data
2018,48377,Presidio County,Texas,7.5,29.832939999999997
2018,48409,San Patricio County,Texas,7.5,25.4758
2018,48445,Terry County,Texas,7.5,40.52849
2018,48453,Travis County,Texas,7.5,87.83677
2018,48467,Van Zandt County,Texas,7.5,12.369679999999999
2018,49009,Daggett County,Utah,7.5,No Data
2018,49049,Utah County,Utah,7.5,41.80845
2018,50017,Orange County,Vermont,7.5,89.99031
2018,51061,Fauquier County,Virginia,7.5,50.54618
2018,51119,Middlesex County,Virginia,7.5,28.35003
2018,51127,New Kent County,Virginia,7.5,34.64553
2018,51145,Powhatan County,Virginia,7.5,40.46945
2018,51678,Lexington City,Virginia,7.5,No Data
2018,51750,Radford City,Virginia,7.5,54.79752
2018,53019,Ferry County,Washington,7.5,78.66789
2018,55003,Ashland County,Wisconsin,7.5,179.92546
2018,55067,Langlade County,Wisconsin,7.5,83.38109999999999
2018,55113,Sawyer County,Wisconsin,7.5,78.5119
2018,55119,Taylor County,Wisconsin,7.5,29.494169999999997
2018,04019,Pima County,Arizona,7.6,87.36927
2018,05017,Chicot County,Arkansas,7.6,69.18363000000001
2018,05021,Clay County,Arkansas,7.6,13.74476
2018,05063,Independence County,Arkansas,7.6,63.4501
2018,06013,Contra Costa County,California,7.6,102.38174
2018,06111,Ventura County,California,7.6,79.78667
2018,08009,Baca County,Colorado,7.6,83.77548
2018,08043,Fremont County,Colorado,7.6,45.98758
2018,08105,Rio Grande County,Colorado,7.6,97.63025
2018,13011,Banks County,Georgia,7.6,20.79651
2018,13137,Habersham County,Georgia,7.6,48.53512
2018,13249,Schley County,Georgia,7.6,No Data
2018,13275,Thomas County,Georgia,7.6,92.23639999999999
2018,16021,Boundary County,Idaho,7.6,48.99959
2018,16047,Gooding County,Idaho,7.6,26.352199999999996
2018,17021,Christian County,Illinois,7.6,37.1471
2018,17041,Douglas County,Illinois,7.6,30.82456
2018,17109,Mcdonough County,Illinois,7.6,47.16663
2018,17193,White County,Illinois,7.6,29.54864
2018,18049,Fulton County,Indiana,7.6,45.05858
2018,19031,Cedar County,Iowa,7.6,21.4742
2018,19067,Floyd County,Iowa,7.6,38.35827
2018,19097,Jackson County,Iowa,7.6,30.865789999999997
2018,19103,Johnson County,Iowa,7.6,195.18327
2018,19197,Wright County,Iowa,7.6,39.80258
2018,20093,Kearny County,Kansas,7.6,156.33142
2018,20161,Riley County,Kansas,7.6,70.05065
2018,20193,Thomas County,Kansas,7.6,64.29214
2018,20197,Wabaunsee County,Kansas,7.6,43.2838
2018,20207,Woodson County,Kansas,7.6,No Data
2018,21143,Lyon County,Kentucky,7.6,48.72107
2018,22081,Red River Parish,Louisiana,7.6,35.5366
2018,24013,Carroll County,Maryland,7.6,45.11805
2018,26043,Dickinson County,Michigan,7.6,87.16669
2018,26085,Lake County,Michigan,7.6,8.43668
2018,26095,Luce County,Michigan,7.6,112.37758999999998
2018,26103,Marquette County,Michigan,7.6,116.94328
2018,26139,Ottawa County,Michigan,7.6,66.47706
2018,26151,Sanilac County,Michigan,7.6,26.71848
2018,26155,Shiawassee County,Michigan,7.6,45.506589999999996
2018,27021,Cass County,Minnesota,7.6,40.29685
2018,27031,Cook County,Minnesota,7.6,146.43969
2018,27033,Cottonwood County,Minnesota,7.6,71.45409000000001
2018,27077,Lake Of The Woods County,Minnesota,7.6,53.47594
2018,27103,Nicollet County,Minnesota,7.6,87.52991
2018,27113,Pennington County,Minnesota,7.6,70.82655
2018,27163,Washington County,Minnesota,7.6,106.31001
2018,29001,Adair County,Missouri,7.6,114.43002000000001
2018,29109,Lawrence County,Missouri,7.6,54.75166000000001
2018,29225,Webster County,Missouri,7.6,22.73187
2018,30021,Dawson County,Montana,7.6,58.051779999999994
2018,30095,Stillwater County,Montana,7.6,20.74258
2018,31007,Banner County,Nebraska,7.6,No Data
2018,31049,Deuel County,Nebraska,7.6,No Data
2018,31137,Phelps County,Nebraska,7.6,99.62364000000001
2018,31177,Washington County,Nebraska,7.6,43.41743
2018,35051,Sierra County,New Mexico,7.6,46.33491
2018,36087,Rockland County,New York,7.6,90.54939999999999
2018,37137,Pamlico County,North Carolina,7.6,31.431710000000002
2018,37143,Perquimans County,North Carolina,7.6,14.85553
2018,38041,Hettinger County,North Dakota,7.6,No Data
2018,38047,Logan County,North Dakota,7.6,No Data
2018,39127,Perry County,Ohio,7.6,24.90729
2018,39163,Vinton County,Ohio,7.6,15.28468
2018,41005,Clackamas County,Oregon,7.6,91.58582
2018,41049,Morrow County,Oregon,7.6,34.47384
2018,41063,Wallowa County,Oregon,7.6,152.60821
2018,42111,Somerset County,Pennsylvania,7.6,36.7612
2018,46039,Deuel County,South Dakota,7.6,22.98322
2018,46049,Faulk County,South Dakota,7.6,43.49717
2018,48059,Callahan County,Texas,7.6,7.17206
2018,48135,Ector County,Texas,7.6,59.558539999999994
2018,48197,Hardeman County,Texas,7.6,127.12942
2018,48381,Randall County,Texas,7.6,63.17486
2018,49023,Juab County,Utah,7.6,66.57236
2018,49029,Morgan County,Utah,7.6,90.72913
2018,49035,Salt Lake County,Utah,7.6,77.90169
2018,50005,Caledonia County,Vermont,7.6,83.35278
2018,51003,Albemarle County,Virginia,7.6,143.60194
2018,51021,Bland County,Virginia,7.6,No Data
2018,51115,Mathews County,Virginia,7.6,33.959700000000005
2018,51685,Manassas Park City,Virginia,7.6,No Data
2018,53033,King County,Washington,7.6,120.82838
2018,55061,Kewaunee County,Wisconsin,7.6,53.83185
2018,56007,Carbon County,Wyoming,7.6,54.054050000000004
2018,56045,Weston County,Wyoming,7.6,43.30879
2018,05083,Logan County,Arkansas,7.7,23.292650000000002
2018,05117,Prairie County,Arkansas,7.7,12.40387
2018,05127,Scott County,Arkansas,7.7,19.45336
2018,06035,Lassen County,California,7.7,29.437739999999998
2018,06103,Tehama County,California,7.7,49.167229999999996
